CNTY,FIPS,MortalityRate2014
"Danville City, Virginia",51067,63.91
"Dickenson County, Virginia",51069,129.01
"Dinwiddie County, Virginia",51071,55.37
"Emporia City, Virginia",51073,62.26
"Essex County, Virginia",51075,54.11
"Fairfax City, Virginia",51077,27.47
"Fairfax County, Virginia",51079,27.47
"Falls Church City, Virginia",51081,31.65
"Fauquier County, Virginia",51083,50.06
"Floyd County, Virginia",51085,50.08
"Fluvanna County, Virginia",51087,34.87
"Franklin City, Virginia",51089,55
"Franklin County, Virginia",51091,50.04
"Frederick County, Virginia",51093,59.1
"Fredericksburg City, Virginia",51095,50.39
"Galax City, Virginia",51097,91.87
"Giles County, Virginia",51099,72.9
"Gloucester County, Virginia",51101,59.17
"Goochland County, Virginia",51103,41.96
"Grayson County, Virginia",51105,73.36
"Greene County, Virginia",51107,48.83
"Greensville County, Virginia",51109,62.26
"Halifax County, Virginia",51111,65.82
"Hampton City, Virginia",51113,53.63
"Hanover County, Virginia",51115,48.9
"Harrisonburg City, Virginia",51117,45.29
"Henrico County, Virginia",51119,51.5
"Henry County, Virginia",51121,60.65
"Highland County, Virginia",51125,47.09
"Hopewell City, Virginia",51127,94.9
"Isle of Wight County, Virginia",51131,52.98
"James City County, Virginia",51133,32.68
"King George County, Virginia",51135,49.94
"King William County, Virginia",51137,56.89
"King and Queen County, Virginia",51139,48.08
"Lancaster County, Virginia",51141,47.34
"Lee County, Virginia",51143,84.88
"Lexington City, Virginia",51145,50.24
"Loudoun County, Virginia",51147,31.72
"Louisa County, Virginia",51149,53.18
"Lunenburg County, Virginia",51153,51.1
"Lynchburg City, Virginia",51155,58.09
"Madison County, Virginia",51157,39.47
"Manassas City, Virginia",51159,41.9
"Manassas Park City, Virginia",51161,41.9
"Martinsville City, Virginia",51163,70.97
"Mathews County, Virginia",51165,38.94
"Mecklenburg County, Virginia",51167,52.85
"Middlesex County, Virginia",51169,47.88
"Montgomery County, Virginia",51171,57.33
"Nelson County, Virginia",51173,53.91
"New Kent County, Virginia",51175,50.67
"Newport News City, Virginia",51177,49.49
"Norfolk City, Virginia",51179,62.27
"Northampton County, Virginia",51181,51.4
"Northumberland County, Virginia",51183,44.16
"Norton City, Virginia",51185,83
"Nottoway County, Virginia",51187,65.71
"Orange County, Virginia",51191,48.1
"Page County, Virginia",51193,51.07
"Patrick County, Virginia",51195,49.89
"Petersburg City, Virginia",51197,65.34
"Pittsylvania County, Virginia",51199,63.91
"Poquoson City, Virginia",51510,51.63
"Portsmouth City, Virginia",51520,54.98
"Powhatan County, Virginia",51530,50.4
"Prince Edward County, Virginia",51540,64.25
"Prince George County, Virginia",51550,51.11
"Prince William County, Virginia",51570,41.9
"Pulaski County, Virginia",51580,68.81
"Radford City, Virginia",51590,73.18
"Rappahannock County, Virginia",51595,42.64
"Richmond City, Virginia",51600,53.32
"Richmond County, Virginia",51610,61.65
"Roanoke City, Virginia",51620,69.48
"Roanoke County, Virginia",51630,49.47
"Rockbridge County, Virginia",51640,51.47
"Rockingham County, Virginia",51650,45.29
"Russell County, Virginia",51660,100.44
"Salem City, Virginia",51670,64.8
"Scott County, Virginia",51678,78.47
"Shenandoah County, Virginia",51680,51.1
"Smyth County, Virginia",51683,97.74
"Southampton County, Virginia",51685,55
"Spotsylvania County, Virginia",51690,50.39
"Stafford County, Virginia",51700,41.62
"Staunton City, Virginia",51710,56.6
"Suffolk City, Virginia",51720,56.05
"Surry County, Virginia",51730,44.71
"Sussex County, Virginia",51735,60.46
"Tazewell County, Virginia",51740,102.67
"Virginia Beach City, Virginia",51750,46.18
"Warren County, Virginia",51760,66.4
"Washington County, Virginia",51770,69.94
"Waynesboro City, Virginia",51775,56.6
"Westmoreland County, Virginia",51790,49.97
"Williamsburg City, Virginia",51800,32.68
"Winchester City, Virginia",51810,66.4
"Wise County, Virginia",51820,106.19
"Wythe County, Virginia",51830,78.84
"York County, Virginia",51840,49.49
Washington,53000,50.73
"Adams County, Washington",53001,48.43
"Asotin County, Washington",53003,54.35
"Benton County, Washington",53005,56.48
"Chelan County, Washington",53007,48.58
"Clallam County, Washington",53009,48.18
"Clark County, Washington",53011,54.73
"Columbia County, Washington",53013,71.14
"Cowlitz County, Washington",53015,80.46
"Douglas County, Washington",53017,53.73
"Ferry County, Washington",53019,71.15
"Franklin County, Washington",53021,55.97
"Garfield County, Washington",53023,60.98
"Grant County, Washington",53025,60.51
"Grays Harbor County, Washington",53027,80.83
"Island County, Washington",53029,37.96
"Jefferson County, Washington",53031,42.22
"King County, Washington",53033,37.33
"Kitsap County, Washington",53035,58.01
"Kittitas County, Washington",53037,44.44
"Klickitat County, Washington",53039,55.76
"Lewis County, Washington",53041,59.29
"Lincoln County, Washington",53043,48.11
"Mason County, Washington",53045,58.29
"Okanogan County, Washington",53047,58.72
"Pacific County, Washington",53049,56.69
"Pend Oreille County, Washington",53051,70.96
"Pierce County, Washington",53053,58.72
"San Juan County, Washington",53055,29.09
"Skagit County, Washington",53057,49.89
"Skamania County, Washington",53059,51.82
"Snohomish County, Washington",53061,50.18
"Spokane County, Washington",53063,63.12
"Stevens County, Washington",53065,66.47
"Thurston County, Washington",53067,55.31
"Wahkiakum County, Washington",53069,57.93
"Walla Walla County, Washington",53071,50.71
"Whatcom County, Washington",53073,46.11
"Whitman County, Washington",53075,46.52
"Yakima County, Washington",53077,51.81
West Virginia,54000,81.53
"Barbour County, West Virginia",54001,83.88
"Berkeley County, West Virginia",54003,72.43
"Boone County, West Virginia",54005,103.56
"Braxton County, West Virginia",54007,73.64
"Brooke County, West Virginia",54009,73.06
"Cabell County, West Virginia",54011,81.76
"Calhoun County, West Virginia",54013,74.39
"Clay County, West Virginia",54015,99.91
"Doddridge County, West Virginia",54017,81.43
"Fayette County, West Virginia",54019,93.92
"Gilmer County, West Virginia",54021,68.27
"Grant County, West Virginia",54023,63.32
"Greenbrier County, West Virginia",54025,78.29
"Hampshire County, West Virginia",54027,62.36
"Hancock County, West Virginia",54029,60.57
"Hardy County, West Virginia",54031,64.16
"Harrison County, West Virginia",54033,85.9
"Jackson County, West Virginia",54035,67.19
"Jefferson County, West Virginia",54037,65.88
"Kanawha County, West Virginia",54039,75.83
"Lewis County, West Virginia",54041,87.04
"Lincoln County, West Virginia",54043,93.07
"Logan County, West Virginia",54045,117.4
"Marion County, West Virginia",54047,83.55
"Marshall County, West Virginia",54049,75.2
"Mason County, West Virginia",54051,79.24
"McDowell County, West Virginia",54053,135.19
"Mercer County, West Virginia",54055,98.27
"Mineral County, West Virginia",54057,64.5
"Mingo County, West Virginia",54059,149.95
"Monongalia County, West Virginia",54061,63.47
"Monroe County, West Virginia",54063,76.14
"Morgan County, West Virginia",54065,55.98
"Nicholas County, West Virginia",54067,98.88
"Ohio County, West Virginia",54069,76.14
"Pendleton County, West Virginia",54071,48.62
"Pleasants County, West Virginia",54073,73.14
"Pocahontas County, West Virginia",54075,81.4
"Preston County, West Virginia",54077,71.95
"Putnam County, West Virginia",54079,70.76
"Raleigh County, West Virginia",54081,99.04
"Randolph County, West Virginia",54083,87.75
"Ritchie County, West Virginia",54085,82.7
"Roane County, West Virginia",54087,90.56
"Summers County, West Virginia",54089,82.26
"Taylor County, West Virginia",54091,74.92
"Tucker County, West Virginia",54093,72.86
"Tyler County, West Virginia",54095,70.13
"Upshur County, West Virginia",54097,86.29
"Wayne County, West Virginia",54099,83.87
"Webster County, West Virginia",54101,105.98
"Wetzel County, West Virginia",54103,78.39
"Wirt County, West Virginia",54105,74.68
"Wood County, West Virginia",54107,74.53
"Wyoming County, West Virginia",54109,124.5
Wisconsin,55000,50.6
"Adams County, Wisconsin",55001,59.11
"Ashland County, Wisconsin",55003,57.93
"Barron County, Wisconsin",55005,54.38
"Bayfield County, Wisconsin",55007,46.33
"Brown County, Wisconsin",55009,47.36
"Buffalo County, Wisconsin",55011,48.79
"Burnett County, Wisconsin",55013,49.57
"Calumet County, Wisconsin",55015,58.33
"Chippewa County, Wisconsin",55017,55.64
"Clark County, Wisconsin",55019,51.68
"Columbia County, Wisconsin",55021,58.82
"Crawford County, Wisconsin",55023,61.36
"Dane County, Wisconsin",55025,42.95
"Dodge County, Wisconsin",55027,47.43
"Door County, Wisconsin",55029,43.42
"Douglas County, Wisconsin",55031,65.63
"Dunn County, Wisconsin",55033,39.51
"Eau Claire County, Wisconsin",55035,54.33
"Florence County, Wisconsin",55037,50.19
"Fond du Lac County, Wisconsin",55039,46.22
"Forest County, Wisconsin",55041,52.72
"Grant County, Wisconsin",55043,52.72
"Green County, Wisconsin",55045,47.92
"Green Lake County, Wisconsin",55047,50.76
"Iowa County, Wisconsin",55049,42.87
"Iron County, Wisconsin",55051,45.12
"Jackson County, Wisconsin",55053,61.13
"Jefferson County, Wisconsin",55055,42.96
"Juneau County, Wisconsin",55057,59.12
"Kenosha County, Wisconsin",55059,70.25
"Kewaunee County, Wisconsin",55061,42.07
"La Crosse County, Wisconsin",55063,52.37
"Lafayette County, Wisconsin",55065,39.89
"Langlade County, Wisconsin",55067,53.9
"Lincoln County, Wisconsin",55069,46.76
"Manitowoc County, Wisconsin",55071,46
"Marathon County, Wisconsin",55073,48.43
"Marinette County, Wisconsin",55075,54.6
"Marquette County, Wisconsin",55077,62.7
"Menominee County, Wisconsin",55078,93.64
"Milwaukee County, Wisconsin",55079,53.45
"Monroe County, Wisconsin",55081,65.1
"Oconto County, Wisconsin",55083,50.84
"Oneida County, Wisconsin",55085,49.65
"Outagamie County, Wisconsin",55087,46.63
"Ozaukee County, Wisconsin",55089,39.04
"Pepin County, Wisconsin",55091,41.19
"Pierce County, Wisconsin",55093,38.69
"Polk County, Wisconsin",55095,46.83
"Portage County, Wisconsin",55097,42.7
"Price County, Wisconsin",55099,50.2
"Racine County, Wisconsin",55101,54.9
"Richland County, Wisconsin",55103,47.75
"Rock County, Wisconsin",55105,65.67
"Rusk County, Wisconsin",55107,58.12
"Saint Croix County, Wisconsin",55109,49.77
"Sauk County, Wisconsin",55111,50.15
"Sawyer County, Wisconsin",55113,60.19
"Shawano County, Wisconsin",55115,55.63
"Sheboygan County, Wisconsin",55117,45.42
"Taylor County, Wisconsin",55119,45.11
"Trempealeau County, Wisconsin",55121,52.94
"Vernon County, Wisconsin",55123,44.15
"Vilas County, Wisconsin",55125,40.48
"Walworth County, Wisconsin",55127,60.05
"Washburn County, Wisconsin",55129,53.28
"Washington County, Wisconsin",55131,43.15
"Waukesha County, Wisconsin",55133,43.57
"Waupaca County, Wisconsin",55135,66.09
"Waushara County, Wisconsin",55137,44.7
"Winnebago County, Wisconsin",55139,53.5
"Wood County, Wisconsin",55141,50.77
Wyoming,56000,71.66
"Albany County, Wyoming",56001,62.05
"Big Horn County, Wyoming",56003,60.43
"Campbell County, Wyoming",56005,91.69
"Carbon County, Wyoming",56007,75.35
"Converse County, Wyoming",56009,83.25
"Crook County, Wyoming",56011,73.77
"Fremont County, Wyoming",56013,75.99
"Goshen County, Wyoming",56015,56.54
"Hot Springs County, Wyoming",56017,69.3
"Johnson County, Wyoming",56019,62.23
"Laramie County, Wyoming",56021,71.98
"Lincoln County, Wyoming",56023,52.42
"Natrona County, Wyoming",56025,89.41
"Niobrara County, Wyoming",56027,65.57
"Park County, Wyoming",56029,53.27
"Platte County, Wyoming",56031,70.16
"Sheridan County, Wyoming",56033,75.13
"Sublette County, Wyoming",56035,65.62
"Sweetwater County, Wyoming",56037,78.01
"Teton County, Wyoming",56039,36.09
"Uinta County, Wyoming",56041,81.51
"Washakie County, Wyoming",56043,59.36
"Weston County, Wyoming",56045,81.68
